Source.Name,Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO-2021S-ANTH.csv,UBCO,2021,S,ANTH,170,,1,Introduction to Linguistic Anthropology,Rachel Mcgraw,42,80.3,81,75,86,93,61,,,,,,,7,,12,10,
UBCO-2021S-ANTH.csv,UBCO,2021,S,ANTH,227,,1,"Culture, Health, and Illness",Hugo De Burgos,44,80.6,81,76.8,85,92,62,,,,,,,,11,14,11,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,173,,1,Engineering Analysis II,Moos Van Caspel,19,49.1,47,39.5,63,75,0,10,,,,,,,,,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,178,,1,"Electricity, Magnetism, and Waves",Iman Aghanejad,43,45.5,45,40.5,50,90,0,28,7,,,,,,,,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,179,,1,Linear Algebra for Engineers,Maryam Golestani Najafabadi,12,65.6,62.5,60.8,75,85,38,,,,,,,,,,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,181,,1,Dynamics,Reza Sourki,25,69.6,70,59,89,98,0,,,,,,,,,,,6
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,193,,1,Anatomy and Physiology for Engineers,Sabine Weyand;Alexandra Yacyshyn,19,84.9,85,82.5,89.5,97,68,,,,,,,,,,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,201,,1,Technical Communication,Graeme Webb,45,74.9,76,72,81,88,57,,,,,,,11,11,10,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,246,,1,System Dynamics,Saeed Moghaddam,47,69.2,70,58,79,100,36,,,,,,10,,,,,6
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,248,,1,Engineering Analysis III,Houman Alipooramirabad,106,61.8,64,50,75,95,5,23,13,,12,13,8,10,8,6,7,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,252,,1,Thermodynamics,Tharindu Hewa Godella Waththage,39,70.3,72,65.5,83.5,100,7,,,,,6,,,,6,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,255,,1,Electric Circuits and Power,Yuri Rodrigues,45,61.4,62,52,71,94,32,11,,,6,,6,6,,,,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,256,,1,Numerical Methods for Analysis,Yuri Rodrigues,82,68,69.5,59.3,80,99,12,,7,10,12,,7,12,,10,8,
UBCO-2021S-APSC.csv,UBCO,2021,S,APSC,505,,1,Engineering Leadership,Alon Eisenstein,14,89.2,91,85.3,93.8,96,76,,,,,,,,,,,9
UBCO-2021S-ARTH.csv,UBCO,2021,S,ARTH,101,,1,Art and Visual Cultures of the World I,Nathalie Hager,31,76.1,79,71,83.5,97,38,,,,,,,,10,,,
UBCO-2021S-BIOC.csv,UBCO,2021,S,BIOC,304,,1,Molecular Biochemistry I,Richard Plunkett,32,84.4,84,80.8,87,96,76,0,0,0,0,0,0,0,6,10,10,6
UBCO-2021S-BIOL.csv,UBCO,2021,S,BIOL,116,,1,Biology for Science Majors I,Robin Young,34,76.2,78,71,84,97,22,,,,,,6,,,8,,
UBCO-2021S-BIOL.csv,UBCO,2021,S,BIOL,125,,101,Biology for Science Majors II,Ken Savage,48,69.8,69,64,72.3,91,49,,,,,12,14,7,,,,
UBCO-2021S-BIOL.csv,UBCO,2021,S,BIOL,200,,1,Cell Biology,Matthew Nelson,59,65.9,67,56.5,77,96,38,10,,8,,9,,7,,7,,
UBCO-2021S-BIOL.csv,UBCO,2021,S,BIOL,265,,1,Principles of Genetics,Brendan D'Souza,31,74.3,74,68,82.5,97,55,,,,,,,6,,,,
UBCO-2021S-BIOL.csv,UBCO,2021,S,BIOL,311,,1,Biochemistry I,Richard Plunkett,49,82.8,82,78,88,96,49,,,,,,,,10,13,8,12
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,121,,1,Atomic and Molecular Chemistry,Tamara Kunz;Alireza Sadeghifar,50,68.5,66.5,58,78.8,99,21,6,,6,,7,,,6,,,7
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,123,,101,Physical and Organic Chemistry,Tamara Kunz;Alireza Sadeghifar,53,70.6,68,60,81,100,47,,,6,6,7,,,,,,7
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,203,,1,Introduction to Organic Chemistry,Jeffrey Therrien,30,71.7,70.5,67,86.8,95,19,,,,,,7,,,,7,
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,204,,101,Organic Chemistry,Jeffrey Therrien,32,70.6,69,64.5,79.3,91,53,,,,,,6,,,,,
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,213,,1,Organic Chemistry for Biological Sciences I,Leonard Lermer,32,62.4,64,46,78,96,21,10,,,,,,,,,,
UBCO-2021S-CHEM.csv,UBCO,2021,S,CHEM,214,,101,Organic Chemistry for Biological Sciences II,Leonard Lermer,14,73.2,75,65.3,83,96,47,,,,,,,,,,,
UBCO-2021S-CHIN.csv,UBCO,2021,S,CHIN,100,,1,Basic Chinese I,Meilan Ehlert,16,87.9,88.5,83.8,92.3,98,74,,,,,,,,,,,7
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,101,,1,Digital Citizenship,Vsevolod Lynov,80,83.1,85,78.8,91,98,15,,,,,,,,9,15,21,22
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,111,,1,Computer Programming I,Vsevolod Lynov,112,76.9,79,69,87,99,15,,,,,11,11,10,15,13,24,16
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,121,,101,Computer Programming II,Jeff Bulmer,109,76.5,78,71,86,95,13,,,,6,,13,11,16,18,17,17
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,122,,1,Computer Fluency,Vsevolod Lynov,46,84.5,87.5,75.8,94,100,54,,,,,,,,,,8,21
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,211,,1,Machine Architecture,Vladimir Grebenyuk,28,77.8,81,67.8,88.3,99,35,,,,,,,,,,,6
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,221,,101,Introduction to Discrete Structures,Jeewon Yoo,57,84.4,85,78,93,99,62,,,,,,,,11,8,12,17
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,222,,1,Data Structures,Seyyed Hosseini,49,86.7,88,82,93,100,60,,,,,,,,6,7,11,21
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,301,,1,Introduction to Data Analytics,Firas Moosvi,67,81.8,87,78,93,98,12,,,,,,,,,9,9,29
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,304,,101,Introduction to Databases,Youry Khmelevsky;Ramon Lawrence,44,75.7,75,70.5,83.3,97,27,,,,,,8,9,,10,,6
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,320,,101,Analysis of Algorithms,Seyyed Hosseini,17,71.8,77,58,88,97,36,,,,,,,,,,,
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,322,,1,Introduction to Artificial Intelligence,Congsong Zhang,28,80.8,80,75,87,96,62,,,,,,,,6,,,6
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,360,,1,Web Programming,Mohamed Abdelpakey,29,85.7,88,82,91,94,62,,,,,,,,,,6,13
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,405,,101,Modelling and Simulation,Yas Yamin,7,83,82,80,86,89,78,,,,,,,,,,,
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,445,,1,Computer Vision,Mohamed Shehata,13,77.5,77,72,85,93,60,,,,,,,,,,,
UBCO-2021S-COSC.csv,UBCO,2021,S,COSC,499,,201,Capstone Software Engineering Project,Mandeep Pannu,39,93.5,93,92,97,100,79,,,,,,,,,,,34
UBCO-2021S-CRWR.csv,UBCO,2021,S,CRWR,382,A,1,Topics in Creative Writing,Matthew Lee Rader;Andreas Rutkauskas,13,76.2,78,71,81,97,47,,,,,,,,,,,
UBCO-2021S-CRWR.csv,UBCO,2021,S,CRWR,470,A,1,Portfolio,Kim Senklip Harvey;Tania Willard,7,91,92,89.5,92.5,93,88,,,,,,,,,,,
UBCO-2021S-CULT.csv,UBCO,2021,S,CULT,350,,1,Indigenous Literature: Intellectual Traditions,Kerrie Charnley,11,85,85,79,94,97,65,,,,,,,,,,,
UBCO-2021S-DATA.csv,UBCO,2021,S,DATA,101,,1,Making Predictions with Data,Rachel Lobay,50,92.3,94,89,99,100,73,,,,,,,,,,7,35
UBCO-2021S-DATA.csv,UBCO,2021,S,DATA,301,,1,Introduction to Data Analytics,Firas Moosvi,40,83.8,89.5,81.5,92,98,4,,,,,,,,,6,6,20
UBCO-2021S-DATA.csv,UBCO,2021,S,DATA,311,,101,Machine Learning,Bastian Wandt,16,72,72,64.8,86.3,100,38,,,,,,,,,,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,101,,1,Principles of Microeconomics,Khan Islam,45,71.9,75,65,84,98,12,,,,,,,,7,6,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,101,,101,Principles of Microeconomics,Tazul Islam,46,62.5,65.5,60,74.5,93,0,6,,,6,10,,6,,,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,102,,1,Principles of Macroeconomics,Tazul Islam;Noriko Ozawa,33,64.4,61,52,82,99,12,8,,,,,,,,,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,102,,101,Principles of Macroeconomics,Wei Dai,48,70.4,72.5,67,80.3,92,0,,,,,,8,7,,10,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,260,,1,Poverty and Inequality,Md Abdullah;Noriko Ozawa,57,72.7,75,68,80,94,0,,,,,7,8,7,12,8,6,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,295,,101,Managerial Economics,Khan Islam,64,66.2,68,53.8,77,93,9,,12,,,,7,6,7,6,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,340,,1,Financial Economics,Spencer Dean;Noriko Ozawa,31,81.5,87,77,93,100,33,,,,,,,,,,,13
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,345,,1,Money and Banking,Khan Islam,47,72.2,76,64,80.5,91,34,,,,,,,,9,10,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,345,,101,Money and Banking,Md Abdullah;Noriko Ozawa,34,76.2,78.5,68,84,95,52,,,,,,,,,9,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,360,,101,Labour Economics,Khan Islam,35,67.8,70,62.5,75,86,40,,,,,,,9,,,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,371,,1,Economics of the Environment,Md Zabid Iqbal,35,74.7,74,68,82,91,55,,,,,,,7,,6,,
UBCO-2021S-ECON.csv,UBCO,2021,S,ECON,372,,101,Natural Resource Economics,Md Zabid Iqbal,38,72.4,73,66,80,90,35,,,,,,,7,7,6,,
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,104,,1,Introduction to Academic Pedagogy: An Aboriginal Perspective,Denise Lecoy,9,96.9,97,96,99,99,92,0,0,0,0,0,0,0,0,0,0,9
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,517,A,1,Contemporary Issues in Education,Christopher Martin,10,90.2,90,88.3,92.5,96,83,,,,,,,,,,,6
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,521,,1,Readings and Discourse in Education,Donna Kozak,24,88.5,88,85,92,97,82,,,,,,,,,,10,10
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,524,,1,Language Teaching and Learning,Scott Douglas,9,94.3,94,93,95,98,91,0,0,0,0,0,0,0,0,0,0,9
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,527,,1,"Global Education, Citizenship, and Cross-Cultural Conceptions of Teaching and Learning",Catherine Broom,24,90.8,91,90,92,93,86,,,,,,,,,,,20
UBCO-2021S-EDUC.csv,UBCO,2021,S,EDUC,529,,1,Building Communities: Education Beyond the Classroom,Stephen Berg,23,91.9,92,90.5,94,95,86,,,,,,,,,,,20
UBCO-2021S-EESC.csv,UBCO,2021,S,EESC,101,,1,Environmental Science,Robert Friberg,49,79.5,83,77,87,98,0,,,,,,,,,13,13,7
UBCO-2021S-EESC.csv,UBCO,2021,S,EESC,106,,101,The Catastrophic Earth,Manuel Colombo,40,67.9,70,60.8,75.3,91,36,,,,6,,6,6,,,,
UBCO-2021S-EESC.csv,UBCO,2021,S,EESC,111,,1,Earth Science,Karla Panchuk,35,76.9,78,71,84,97,56,,,,,,,,,7,,
UBCO-2021S-EESC.csv,UBCO,2021,S,EESC,303,,101,Oceanography,Isabelle Therriault,27,70.7,74,57.5,82.5,92,43,,,,,,,,,8,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,109,,1,Studies in Composition (Enhanced),Anita Chaudhuri,23,63.8,73,64.5,77.5,88,7,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,1,Studies in Composition,Shirley Mcdonald,24,74.6,80,72,85,94,0,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,2,Studies in Composition,Jennifer Payson,21,72,75,67,83,94,27,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,3,Studies in Composition,Shona Harrison,23,67.3,74,66,75.5,86,0,,,,,,,9,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,4,Studies in Composition,Shona Harrison,20,66.1,73.5,63.8,80,87,0,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,5,Studies in Composition,Saeed Sabzian,20,77.7,86,83.8,89.3,93,0,,,,,,,,,6,6,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,101,Studies in Composition,Saeed Sabzian,22,74.5,82,78.3,85,94,2,,,,,,,,,6,7,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,112,,102,Studies in Composition,Lindsay Balfour,25,78.4,78,75,82,91,64,,,,,,,6,,8,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,150,,1,Introduction to Literary Genre,Lindsay Balfour,30,79,78.5,76.3,82.8,88,70,,,,,,,,9,10,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,150,,2,Introduction to Literary Genre,Catherine Shaw,25,81.4,83,78,89,95,54,,,,,,,,,6,6,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,150,,3,Introduction to Literary Genre,Jon Vickery,23,68.6,71,61.5,79,88,9,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,150,,101,Introduction to Literary Genre,Jon Vickery,25,73.9,78,74,83,90,12,,,,,,,,,6,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,150,,102,Introduction to Literary Genre,Jon Vickery,26,64.6,70.5,58.8,76.5,85,0,,,,,,,,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,153,,1,Readings in Narrative,Brandon Taylor,28,72.1,73,70.8,76.3,84,51,,,,,,7,9,6,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,153,,2,Readings in Narrative,Brandon Taylor,29,67.6,70,68,75,84,0,,,,,,9,8,,,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,364,A,1,19th-Century Studies,Jodey Castricano,28,72.9,74.5,68,81.3,91,35,,,,,,6,,,7,,
UBCO-2021S-ENGL.csv,UBCO,2021,S,ENGL,387,,1,Indigenous Literature: Intellectual Traditions,Kerrie Charnley,23,86.1,90,82,94.5,98,55,,,,,,,,,,,12
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,303,,1,Engineering Project Management,Mohammad Kamali;Kh Nahiduzzaman Md,98,81.2,84,77,88,96,19,,,,,,6,7,12,25,16,24
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,305,,1,Engineering Economic Analysis,Abdul Masoud,82,74.2,74,64.3,85,100,0,,,,9,10,9,8,10,7,11,12
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,405,,1,Engineering Leadership,Alon Eisenstein,15,86.1,90,81.5,92,99,62,,,,,,,,,,,8
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,413,,1,Law and Ethics for Engineers,Mohammad Tiznobaik,164,84,85,80.8,89,98,51,,,,,,,8,17,37,52,38
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,505,,1,Social Cost-Benefit Analysis in Engineering Projects,Osamah Siddiqui,22,85.5,89,85,92.5,95,24,,,,,,,,,,6,11
UBCO-2021S-ENGR.csv,UBCO,2021,S,ENGR,589,,1,Multicriteria Optimization and Design of Experiments,Gyan Kumar Chhipi Shrestha,26,86.6,89,87,90.8,95,20,,,,,,,,,,11,12
UBCO-2021S-EPSE.csv,UBCO,2021,S,EPSE,565,J,1,Special Topics in Inclusive Education,John Binfet,12,83.4,83.5,81.8,84.3,88,80,,,,,,,,,9,,
UBCO-2021S-FREN.csv,UBCO,2021,S,FREN,101,,1,Elementary French I,Christopher Gordon,30,87.4,91,82.5,93.8,98,52,,,,,,,,,,,17
UBCO-2021S-FREN.csv,UBCO,2021,S,FREN,102,,1,Elementary French II,Christopher Gordon,30,82.1,84.5,76.5,89.8,97,56,,,,,,,,,,7,8
UBCO-2021S-FREN.csv,UBCO,2021,S,FREN,103,,1,Upper Elementary French I,Alexandra Tonnel,33,80.8,80,76,88,94,65,,,,,,,,7,6,,7
UBCO-2021S-FREN.csv,UBCO,2021,S,FREN,104,,1,Upper Elementary French II,Stephanie Tolman,32,79.6,81,72.3,90,96,42,,,,,,,,,,,9
UBCO-2021S-GEOG.csv,UBCO,2021,S,GEOG,109,,101,Earth Systems: Landscape Dynamics,Isabelle Therriault,33,67.5,70,57,78,96,26,,,,,,,6,,,,
UBCO-2021S-GEOG.csv,UBCO,2021,S,GEOG,128,,1,"Human Geography: Space, Place, and Community",Danielle Robinson,56,79.4,82.5,75.8,89,95,5,,,,,,,,6,14,10,12
UBCO-2021S-GERM.csv,UBCO,2021,S,GERM,100,,1,Beginners' German I,Tatjana Smith,24,92.3,93,90,95.3,99,76,,,,,,,,,,,21
UBCO-2021S-HEAL.csv,UBCO,2021,S,HEAL,200,,1,Determinants of Health,Michelle Bauer,130,79,81,74.3,87,96,11,,,,,,10,12,15,29,35,14
UBCO-2021S-HINT.csv,UBCO,2021,S,HINT,408,,1,Cultural Safety in Health:  Indigenous Perspectives,Donna Kurtz,8,90.9,92,86.5,94.8,97,83,,,,,,,,,,,
UBCO-2021S-HINT.csv,UBCO,2021,S,HINT,508,,1,Cultural Safety in Health:  Indigenous Perspectives,Donna Kurtz,6,95,96,94.3,97.8,98,88,,,,,,,,,,,
UBCO-2021S-HIST.csv,UBCO,2021,S,HIST,110,,1,Survey of the Ancient World,Jan Mctavish,37,69.5,75,60,84,92,0,,,,,,,,,10,6,
UBCO-2021S-HIST.csv,UBCO,2021,S,HIST,317,,1,History of Southern Africa,Catherine Higgs,17,69.2,70,66,79,91,3,,,,,,,,,,,
UBCO-2021S-HIST.csv,UBCO,2021,S,HIST,397,,1,History of India Since 1914,Todd Christopher Campbell,34,74.4,74,70,80,97,50,,,,,,8,7,,8,,
UBCO-2021S-HMKN.csv,UBCO,2021,S,HMKN,321,,1,Sport Psychology,Frazer Atkinson,86,83,84,79,90,98,54,,,,,,,6,9,18,17,25
UBCO-2021S-HMKN.csv,UBCO,2021,S,HMKN,499,B,1,Project in Human Kinetics,Tanya Forneris;Mary Jung,6,93,93,91.3,94.8,98,88,,,,,,,,,,,
UBCO-2021S-INDG.csv,UBCO,2021,S,INDG,100,,1,Introduction to Decolonization: Indigenous Studies,Evan Habkirk,54,74.9,79.5,66.3,89,94,0,,,,,,,6,,,9,13
UBCO-2021S-INDG.csv,UBCO,2021,S,INDG,295,I,1,Indigenous Studies: Special Topics,Evan Habkirk,19,67.5,74,64.5,79.5,86,21,,,,,,,,,,,
UBCO-2021S-JPST.csv,UBCO,2021,S,JPST,100,,1,Beginning Japanese Language I,Mayu Takasaki,23,76.3,77,68.5,87,97,37,,,,,,,,,,,
UBCO-2021S-KORN.csv,UBCO,2021,S,KORN,100,,1,Basic Korean I,Meilan Ehlert,15,84.6,86,78,90,98,73,,,,,,,,,,,
UBCO-2021S-MATH.csv,UBCO,2021,S,MATH,100,,1,Differential Calculus with Applications to Physical Sciences and Engineering,Paul Lee,62,71,73,56.3,85,100,35,,11,,,6,,10,,,,13
UBCO-2021S-MATH.csv,UBCO,2021,S,MATH,101,,101,Integral Calculus with Applications to Physical Sciences and Engineering,Jeewon Yoo,121,70.5,73,57,86,100,12,18,7,13,,,8,11,11,11,12,23
UBCO-2021S-MATH.csv,UBCO,2021,S,MATH,125,,1,Pre-Calculus,Yas Yamin,20,64.8,67.5,51.8,87.3,94,15,,,,,,,,,,,
UBCO-2021S-MATH.csv,UBCO,2021,S,MATH,200,,1,Calculus III,Hui Ouyang,45,89.6,99,90,100,100,0,,,,,,,,,,,34
UBCO-2021S-MATH.csv,UBCO,2021,S,MATH,221,,1,Matrix Algebra,Chad Davis,38,67.7,78,53.3,87,94,0,7,,,,,,,,7,6,
UBCO-2021S-MGMT.csv,UBCO,2021,S,MGMT,100,,1,Introduction to Business,Birgit Weischedel,22,74.5,75,70.3,85,94,47,,,,,,,,,,6,
UBCO-2021S-MGMT.csv,UBCO,2021,S,MGMT,110,,101,Introduction to Management Thought and Social Responsibility,Sheila Westwell,23,64.9,71,64,86,92,0,,,,,,,,,,6,
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,421,,1,Capstone Review,Norma Hilsmann;Lindsay Kennedy;Lisa Moralejo;Bonny Taylor,68,85.6,86,83,88,94,59,,,,,,,,,23,30,12
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,422,,1,Leadership,Sarah Camacho;Lindsay Kennedy;Lisa Moralejo;Vanessa Wiebe,68,92.3,93,90,95.3,100,64,,,,,,,,,,12,53
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,423,,1,Advanced Clinical Reasoning for Care of the Complex Client,Lindsay Kennedy;Lisa Moralejo,41,88.8,89,86,93,98,77,,,,,,,,,6,13,20
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,427,,1,Advanced Mental Health,Dennis Jasper;Lindsay Kennedy;Lisa Moralejo,32,94.8,95,92.8,97.3,100,88,,,,,,,,,,,29
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,428,,1,Advanced Community Health Nursing,Lindsay Kennedy;Lisa Moralejo;Lise Olsen,19,88.2,88,86.5,91.5,93,79,,,,,,,,,,8,8
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,500,,1,Nursing Knowledge,Laura Struik,22,88.3,90,86,91.8,94,74,,,,,,,,,,6,13
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,504,,1,Finding and Integrating Knowledge for Evidence-Informed Practice,Vicki Foley,25,87.9,89,86,92,96,74,,,,,,,,,,8,11
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,505,,1,Healthcare Policy,Michael Sandler,17,83.6,85,82,87,91,70,,,,,,,,,,9,
UBCO-2021S-NRSG.csv,UBCO,2021,S,NRSG,597,,1,Healthcare Capstone Practicum,Lise Olsen;Laura Struik,13,90.5,89,87,95,97,84,,,,,,,,,,,6
UBCO-2021S-PHIL.csv,UBCO,2021,S,PHIL,111,,1,Introduction to Philosophy I,Jennifer Ingle,34,68,76.5,62.8,86,94,0,,,,,,,,,,7,
UBCO-2021S-PHIL.csv,UBCO,2021,S,PHIL,120,,101,Introduction to Logic and Critical Thinking,Giovanni Grandi,49,72.4,74,60,81,100,37,,,8,,,,9,,8,,7
UBCO-2021S-PHIL.csv,UBCO,2021,S,PHIL,121,,101,Introduction to Philosophy II,Phil Smolenski,22,69.1,70.5,60.5,76.8,92,25,,,,,,,,,,,
UBCO-2021S-PHIL.csv,UBCO,2021,S,PHIL,210,,1,Introduction to Social and Political Philosophy,David Boutillier,17,75.4,78,71,83,93,43,,,,,,,,,,,
UBCO-2021S-PHIL.csv,UBCO,2021,S,PHIL,331,,1,Computer Ethics,Jennifer Ingle,77,85.7,87,79,93,99,57,,,,,,,,12,8,16,31
UBCO-2021S-PHYS.csv,UBCO,2021,S,PHYS,122,,101,Introductory Physics for the Life Sciences II,Reza Khanbabaie-Shoub,20,81.7,83.5,77.8,89.3,94,57,,,,,,,,,,,
UBCO-2021S-POLI.csv,UBCO,2021,S,POLI,240,,1,Currents of Political Thought,Matthew Hamilton,27,71.3,75,63.5,83.5,92,6,,,,,,,,,,,
UBCO-2021S-POLI.csv,UBCO,2021,S,POLI,383,,101,Crimes Against Humanity,Matthew Hamilton,53,76.8,81,75,85,91,1,,,,,,,6,9,14,15,
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,111,,1,Introduction to Psychology: Basic Processes,Paul Gabias,88,82.6,85,78,89,99,51,,,,,,,7,10,16,25,20
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,121,,1,Introduction to Psychology: Personal Functioning,Derrick Wirtz,110,82.2,83,78,87,97,55,,,,,,,12,17,23,31,19
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,A,1,Special Topics in Psychology,Maya Pilin,34,79.9,83.5,73.3,90.8,98,41,,,,,,,,,,7,10
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,B,101,Special Topics in Psychology,Megan Udala,207,89.4,91,86,96,100,0,,,,,,,,9,25,33,126
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,H,101,Special Topics in Psychology,Katherine Rose,56,83.9,86,74,95,100,54,,,,,6,,7,,,10,21
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,I,1,Special Topics in Psychology,Chloe Briggs,53,75.7,78,72,84,97,28,,,,,,,9,9,9,8,
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,K,1,Special Topics in Psychology,Jill Robinson,102,79.8,83,73.3,88.8,98,47,,,,,,,13,10,16,27,17
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,R,1,Special Topics in Psychology,Sarah Daniels,85,87.8,91,85,94,100,50,,,,,,,,,6,15,50
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,T,1,Special Topics in Psychology,Cassidy Wallis,57,83.6,88,78,91,97,0,,,,,,,,8,7,15,19
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,380,Y,101,Special Topics in Psychology,Kaylee Misener,55,81.3,84,73.5,91,94,58,,,,,,,,,12,8,17
UBCO-2021S-PSYO.csv,UBCO,2021,S,PSYO,508,O,1,Advanced Topics,Kimberly Kreklewetz,7,94.4,94,93,96.5,97,91,0,0,0,0,0,0,0,0,0,0,7
UBCO-2021S-SOCI.csv,UBCO,2021,S,SOCI,111,,1,Introduction to Sociology I,Piotr Ahmad,64,81.9,83.5,74,88,96,61,,,,,,,8,,17,16,12
UBCO-2021S-SOCI.csv,UBCO,2021,S,SOCI,249,,1,Crime and Society,Daniel Sailofsky,38,80.3,81.5,78,86.8,94,52,,,,,,,,9,7,10,
UBCO-2021S-SOCI.csv,UBCO,2021,S,SOCI,467,A,1,Social Movements,Jasmin Hristov,28,74.8,78,75,82.3,89,31,,,,,,,,10,,,
UBCO-2021S-SOCI.csv,UBCO,2021,S,SOCI,485,A,101,Sociology of Health and Illness,Laura Mudde,30,82.8,83.5,80.3,86.8,94,65,,,,,,,,,11,8,
UBCO-2021S-SOCW.csv,UBCO,2021,S,SOCW,515,,1,Social Welfare Policy in Canada,Saran Mallinson,15,87,86,84,89,94,81,,,,,,,,,,6,
