Source.Name,Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO-2014S-HEAL.csv,UBCO,2014,S,HEAL,307,,001,Global Health Trends and Local Impacts,Alan Davidson,14,91.21428571,6.302363066,98,80,0,0,0,0,0,0,0,0,,,9
UBCO-2014S-HEAL.csv,UBCO,2014,S,HEAL,307,,OVERALL,Global Health Trends and Local Impacts,,14,91.21428571,6.302363066,98,80,0,0,0,0,0,0,0,0,,,9
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,110,,001,Survey of the Ancient World,Jan Mctavish,32,70.375,9.671207684,92,43,,,,8,,,5,,7,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,110,,OVERALL,Survey of the Ancient World,,32,70.375,9.671207684,92,43,,,,8,,,5,,7,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,383,A,001,Special Topics in Social and Cultural History,David Borys,26,76.73076923,10.86115166,95,51,0,,,,,,,8,,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,383,A,OVERALL,Special Topics in Social and Cultural History,,26,76.73076923,10.86115166,95,51,0,,,,,,,8,,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,412,A,001,Topics in the History of International Relations,Todd Christopher Campbell,18,70.61111111,17.55039429,92,16,,,,,,,,,,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,412,A,OVERALL,Topics in the History of International Relations,,18,70.61111111,17.55039429,92,16,,,,,,,,,,,
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,468,,001,International Relations of the Great Powers of the 20th Century to 1939,Christopher Craig,34,74.38235294,8.249939232,85,37,,,,,,5,11,8,6,,0
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,468,,OVERALL,International Relations of the Great Powers of the 20th Century to 1939,,34,74.38235294,8.249939232,85,37,,,,,,5,11,8,6,,0
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,473,,001,War and Society from the 18th to 20th Centuries,Christopher Craig,24,72.04166667,7.737425516,83,47,,,,,,,7,5,,0,0
UBCO-2014S-HIST.csv,UBCO,2014,S,HIST,473,,OVERALL,War and Society from the 18th to 20th Centuries,,24,72.04166667,7.737425516,83,47,,,,,,,7,5,,0,0
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,495,D,001,Special Topics in Health and Exercise Sciences,Gregory Dumanoir,41,75.48780488,11.6385608,96,34,,,,,,,,9,6,9,
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,495,D,OVERALL,Special Topics in Health and Exercise Sciences,,41,75.48780488,11.6385608,96,34,,,,,,,,9,6,9,
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,495,E,001,Special Topics in Health and Exercise Sciences,Colin Wallace,28,82.5,7.632775331,95,64,0,0,0,0,,,,,8,6,7
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,495,E,OVERALL,Special Topics in Health and Exercise Sciences,,28,82.5,7.632775331,95,64,0,0,0,0,,,,,8,6,7
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,499,A,001,Project in Human Kinetics,Alison Mcmanus;Christopher Mcneil;Gareth Jones;Gregory Dumanoir;Jennifer Jakobi;Jonathan Little;Mary Jung;Paul Van Donkelaar;Robert Colin Reid;Sally Stewart;Sally Willis;Zoe Soon,9,83.33333333,5.894913061,92,73,0,0,0,0,0,0,,,,,
UBCO-2014S-HMKN.csv,UBCO,2014,S,HMKN,499,A,OVERALL,Project in Human Kinetics,,9,83.33333333,5.894913061,92,73,0,0,0,0,0,0,,,,,
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,301,,001,Examining an Indigenous Methodology: En'owkinwixw,Marlowe Sam,7,83.71428571,4.498677054,90,77,0,0,0,0,0,0,0,,,,
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,301,,OVERALL,Examining an Indigenous Methodology: En'owkinwixw,,7,83.71428571,4.498677054,90,77,0,0,0,0,0,0,0,,,,
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,405,,001,Indigenous Education: History and Revitalization,Bill Cohen,35,86.25714286,1.787914611,90,83,0,0,0,0,0,0,0,0,6,28,1
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,405,,002,Indigenous Education: History and Revitalization,Bill Cohen,29,86.10344828,2.730055305,90,80,0,0,0,0,0,0,0,0,6,22,1
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,405,,003,Indigenous Education: History and Revitalization,Bill Cohen,6,86.83333333,3.125166662,89,81,0,0,0,0,0,0,0,0,1,5,0
UBCO-2014S-INDG.csv,UBCO,2014,S,INDG,405,,OVERALL,Indigenous Education: History and Revitalization,,72,86.23611111,2.304270717,90,80,0,0,0,0,0,0,0,0,14,56,2
UBCO-2014S-JPST.csv,UBCO,2014,S,JPST,364,,001,Modern Japanese Literature in Translation,Alwyn Spies,9,71.88888889,22.14409879,95,21,,,,,,,,,,,
UBCO-2014S-JPST.csv,UBCO,2014,S,JPST,364,,OVERALL,Modern Japanese Literature in Translation,,9,71.88888889,22.14409879,95,21,,,,,,,,,,,
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,100,,001,Differential Calculus with Applications to Physical Sciences and Engineering,Stephen Brown,38,62.44736842,23.23289533,97,3,9,,,,5,5,,,5,,
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,100,,OVERALL,Differential Calculus with Applications to Physical Sciences and Engineering,,38,62.44736842,23.23289533,97,3,9,,,,5,5,,,5,,
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,101,,001,Integral Calculus with Applications to Physical Sciences and Engineering,May Anne Mata,30,69.53333333,19.32790253,100,34,4,3,,3,,,,3,,,5
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,101,,101,Integral Calculus with Applications to Physical Sciences and Engineering,Chayne C Planiden,43,62.37209302,19.28733023,97,11,8,9,,5,,,,5,,,3
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,101,,OVERALL,Integral Calculus with Applications to Physical Sciences and Engineering,,73,65.31506849,19.49492577,100,11,12,12,,8,6,,,8,7,,8
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,200,,001,Calculus III,Ben Tippett,22,70.86363636,21.6251517,98,0,,,,,,,,,,,5
UBCO-2014S-MATH.csv,UBCO,2014,S,MATH,200,,OVERALL,Calculus III,,22,70.86363636,21.6251517,98,0,,,,,,,,,,,5
UBCO-2014S-NRSG.csv,UBCO,2014,S,NRSG,521,,001,Teaching and Learning in Nursing Practice,Elizabeth Andersen,10,89.7,3.772709018,95,81,0,0,0,0,0,0,0,0,,,6
UBCO-2014S-NRSG.csv,UBCO,2014,S,NRSG,521,,OVERALL,Teaching and Learning in Nursing Practice,,10,89.7,3.772709018,95,81,0,0,0,0,0,0,0,0,,,6
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,111,,001,Introduction to Philosophy I,David Boutillier,32,77.25,9.16163107,94,58,0,0,,,,,6,,7,6,
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,111,,OVERALL,Introduction to Philosophy I,,32,77.25,9.16163107,94,58,0,0,,,,,6,,7,6,
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,120,,001,Introduction to Logic and Critical Thinking,David Boutillier,26,72.03846154,18.5137371,89,0,,,,,5,,,,5,6,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,120,,OVERALL,Introduction to Logic and Critical Thinking,,26,72.03846154,18.5137371,89,0,,,,,5,,,,5,6,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,233,,001,Biomedical Ethics,Bert Baumgaertner,22,75.81818182,6.246037705,88,59,0,0,,,,5,,8,,,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,233,,OVERALL,Biomedical Ethics,,22,75.81818182,6.246037705,88,59,0,0,,,,5,,8,,,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,338,,001,Philosophy of Law,Roger Shiner,33,71.57575758,12.03128813,85,37,,,,,,,6,,9,,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,338,,OVERALL,Philosophy of Law,,33,71.57575758,12.03128813,85,37,,,,,,,6,,9,,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,437,,001,Philosophy and the Global State,Ruth Lowe-Walker,8,77.375,8.416607732,88,64,0,0,0,0,,,,,,,0
UBCO-2014S-PHIL.csv,UBCO,2014,S,PHIL,437,,OVERALL,Philosophy and the Global State,,8,77.375,8.416607732,88,64,0,0,0,0,,,,,,,0
UBCO-2014S-PHYS.csv,UBCO,2014,S,PHYS,112,,001,Introductory Physics I,Ben Tippett,29,73.5862069,14.87211495,94,41,,,,,,,,,5,6,
UBCO-2014S-PHYS.csv,UBCO,2014,S,PHYS,112,,OVERALL,Introductory Physics I,,29,73.5862069,14.87211495,94,41,,,,,,,,,5,6,
UBCO-2014S-PHYS.csv,UBCO,2014,S,PHYS,122,,001,Introductory Physics II,Ben Tippett,30,76.9,14.43737965,96,46,,,,,,,,,5,,8
UBCO-2014S-PHYS.csv,UBCO,2014,S,PHYS,122,,OVERALL,Introductory Physics II,,30,76.9,14.43737965,96,46,,,,,,,,,5,,8
UBCO-2014S-POLI.csv,UBCO,2014,S,POLI,391,C,001,Special Topics in Political Science,Linda Elmose,32,74.15625,10.76466554,91,39,,,,,,,10,7,5,,
UBCO-2014S-POLI.csv,UBCO,2014,S,POLI,391,C,OVERALL,Special Topics in Political Science,,32,74.15625,10.76466554,91,39,,,,,,,10,7,5,,
UBCO-2014S-PSYO.csv,UBCO,2014,S,PSYO,111,,001,Introduction to Psychology: Basic Processes,Paul Gabias,55,65.90909091,18.82106063,100,2,7,8,5,,,8,,,6,,
UBCO-2014S-PSYO.csv,UBCO,2014,S,PSYO,111,,OVERALL,Introduction to Psychology: Basic Processes,,55,65.90909091,18.82106063,100,2,7,8,5,,,8,,,6,,
UBCO-2014S-PSYO.csv,UBCO,2014,S,PSYO,220,,001,Lifespan Development,Tara Carpenter,62,73.85483871,10.51438792,91,50,0,,5,6,,8,9,7,10,7,
